bookId,title,author,Year,Price$
74,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2011,46
58,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2012,46
48,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2013,46
494,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2014,46
39,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2015,46
77,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2016,46
289,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2017,46
262,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2018,46
539,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,2017,4
394,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,2012,20
283,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,2013,7
235,Radical: Taking Back Your Faith from the American Dream,David Platt,2010,9
60,Radical: Taking Back Your Faith from the American Dream,David Platt,2011,9
277,Ready Player One: A Novel,Ernest Cline,2017,12
248,Ready Player One: A Novel,Ernest Cline,2018,12
26,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,2013,12
466,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,2014,12
545,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,2018,20
173,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,2019,20
83,Sarah's Key,Tatiana de Rosnay,2010,10
323,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading",School Zone,2018,6
79,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading",School Zone,2019,6
290,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,2015,9
336,Sh*t My Dad Says,Justin Halpern,2010,11
307,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,2018,16
50,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,2013,6
217,Sookie Stackhouse,Charlaine Harris,2009,25
432,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual",Zhi Gang Sha,2013,17
461,Steve Jobs,Walter Isaacson,2011,20
490,Steve Jobs,Walter Isaacson,2012,20
51,Strange Planet (Strange Planet Series),Nathan W. Pyle,2019,6
378,StrengthsFinder 2.0,Gallup,2009,17
520,StrengthsFinder 2.0,Gallup,2010,17
281,StrengthsFinder 2.0,Gallup,2011,17
122,StrengthsFinder 2.0,Gallup,2012,17
192,StrengthsFinder 2.0,Gallup,2013,17
299,StrengthsFinder 2.0,Gallup,2014,17
327,StrengthsFinder 2.0,Gallup,2015,17
476,StrengthsFinder 2.0,Gallup,2016,17
324,StrengthsFinder 2.0,Gallup,2017,17
430,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,2009,18
201,Switch: How to Change Things When Change Is Hard,Chip Heath,2010,13
308,Sycamore Row (Jake Brigance),John Grisham,2013,18
3,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,2010,20
435,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,2011,20
10,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,2011,22
383,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,2011,21
239,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,2010,28
402,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,2011,28
296,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,2012,28
16,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,2013,28
451,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,2014,28
533,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2015,8
115,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2016,8
442,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2017,8
78,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2018,8
246,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2019,8
187,The 5000 Year Leap,W. Cleon Skousen,2009,12
76,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2009,24
106,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2011,24
18,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2012,24
312,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2013,24
465,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2015,16
113,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2016,16
348,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2017,16
160,The Alchemist,Paulo Coelho,2014,39
372,The Amateur,Edward Klein,2012,9
279,The Art of Racing in the Rain: A Novel,Garth Stein,2010,10
384,The Art of Racing in the Rain: A Novel,Garth Stein,2011,10
386,The Big Short: Inside the Doomsday Machine,Michael Lewis,2010,17
389,The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,2014,11
481,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,2012,14
207,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,2019,12
333,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,2009,53
170,The Book Thief,Markus Zusak,2013,6
152,The Book Thief,Markus Zusak,2014,6
436,The Book with No Pictures,B. J. Novak,2014,8
510,The Book with No Pictures,B. J. Novak,2015,8
169,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,2014,12
271,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,2015,12
393,The Casual Vacancy,J.K. Rowling,2012,12
37,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet,Thomas Campbell,2011,21
247,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,2018,6
25,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,2019,6
31,The Confession: A Novel,John Grisham,2010,13
536,The Constitution of the United States,Delegates of the Constitutional,2016,0
400,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,2010,11
5,The Day the Crayons Quit,Drew Daywalt,2013,9
236,The Day the Crayons Quit,Drew Daywalt,2014,9
20,The Day the Crayons Quit,Drew Daywalt,2015,9
508,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,2011,15
521,The Elegance of the Hedgehog,Muriel Barbery,2009,11
360,The Fault in Our Stars,John Green,2012,13
253,The Fault in Our Stars,John Green,2013,13
237,The Fault in Our Stars,John Green,2014,7
497,The Fault in Our Stars,John Green,2014,13
229,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,2009,6
291,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,2010,6
305,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,2011,6
450,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,2012,6
426,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,2013,6
46,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,2009,9
116,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2013,6
329,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2015,6
56,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2016,6
178,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2017,6
339,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2018,6
135,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2019,6
2,The Getaway,Jeff Kinney,2017,0
114,The Girl on the Train,Paula Hawkins,2015,18
405,The Girl on the Train,Paula Hawkins,2016,7
185,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,2010,14
489,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,2011,14
186,The Girl Who Played with Fire (Millennium Series),Stieg Larsson,2010,9
144,The Girl Who Played with Fire (Millennium),Stieg Larsson,2009,16
225,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,2009,2
64,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,2010,2
73,The Going-To-Bed Book,Sandra Boynton,2016,5
133,The Going-To-Bed Book,Sandra Boynton,2017,5
529,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,2013,20
315,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,2014,20
197,The Great Gatsby,F. Scott Fitzgerald,2012,7
190,The Great Gatsby,F. Scott Fitzgerald,2013,7
328,The Great Gatsby,F. Scott Fitzgerald,2014,7
138,The Guardians: A Novel,John Grisham,2019,14
260,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,2009,10
543,The Handmaid's Tale,Margaret Atwood,2017,7
208,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,2012,13
23,The Hate U Give,Angie Thomas,2018,11
137,The Help,Kathryn Stockett,2009,6
40,The Help,Kathryn Stockett,2010,6
244,The Help,Kathryn Stockett,2011,8
87,The Help,Kathryn Stockett,2011,7
55,"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,2013,14
245,The Hunger Games,Suzanne Collins,2010,14
364,The Hunger Games (Book 1),Suzanne Collins,2011,8
547,The Hunger Games (Book 1),Suzanne Collins,2012,8
168,The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,2011,30
457,The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,2012,30
412,The Immortal Life of Henrietta Lacks,Rebecca Skloot,2010,13
303,The Immortal Life of Henrietta Lacks,Rebecca Skloot,2011,9
70,The Immortal Life of Henrietta Lacks,Rebecca Skloot,2012,9
47,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,2017,7
445,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,2018,7
492,The Last Lecture,Randy Pausch,2009,9
6,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,2009,7
422,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,2010,7
365,The Legend of Zelda: Hyrule Historia,Patrick Thorpe,2013,20
503,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,2011,13
501,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,2012,13
230,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kond,2015,11
252,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kond,2016,11
198,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kond,2017,11
316,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kond,2019,11
180,The Litigators,John Grisham,2011,18
270,"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,2010,14
368,The Lost Symbol,Dan Brown,2009,19
103,The Love Dare,Stephen Kendrick,2009,13
423,The Magnolia Story,Chip Gaines,2016,5
455,"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,2012,10
325,The Martian,Andy Weir,2015,9
75,The Maze Runner (Book 1),James Dashner,2014,8
513,The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,2018,8
338,The Mueller Report,The Washington Post,2019,12
98,The Nightingale: A Novel,Kristin Hannah,2015,11
251,The Nightingale: A Novel,Kristin Hannah,2016,11
124,The Official SAT Study Guide,The College Board,2010,40
258,The Official SAT Study Guide,The College Board,2011,40
254,The Official SAT Study Guide,The College Board,2012,40
222,The Official SAT Study Guide,The College Board,2013,40
174,The Official SAT Study Guide,The College Board,2014,40
125,"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,2016,36
104,The Paris Wife: A Novel,Paula McLain,2011,16
112,"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,2013,17
409,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve",Ree Drummond,2015,14
166,The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,2012,21
110,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,2018,18
540,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,2018,17
429,The Pout-Pout Fish,Deborah Diesen,2017,5
399,The Pout-Pout Fish,Deborah Diesen,2018,5
163,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,2012,21
483,The President Is Missing: A Novel,James Patterson,2018,18
358,The Racketeer,John Grisham,2012,18
278,"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,2010,12
43,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,2010,14
165,"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,2012,12
221,The Shack: Where Tragedy Confronts Eternity,William P. Young,2009,8
53,The Shack: Where Tragedy Confronts Eternity,William P. Young,2017,8
261,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,2010,0
100,The Silent Patient,Alex Michaelides,2019,14
172,"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,2011,10
525,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,2017,15
472,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,2018,15
118,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,2019,15
130,The Sun and Her Flowers,Rupi Kaur,2017,9
4,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,2012,7
411,"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,2011,10
182,The Time Traveler's Wife,Audrey Niffenegger,2009,6
140,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2009,9
218,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,2019,10
228,The Twilight Saga Collection,Stephenie Meyer,2009,82
408,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jeff Kinney,2010,12
111,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for,Dinah Bucholz,2019,10
388,The Very Hungry Caterpillar,Eric Carle,2013,5
216,The Very Hungry Caterpillar,Eric Carle,2014,5
273,The Very Hungry Caterpillar,Eric Carle,2015,5
425,The Very Hungry Caterpillar,Eric Carle,2016,5
107,The Very Hungry Caterpillar,Eric Carle,2017,5
241,The Very Hungry Caterpillar,Eric Carle,2018,5
321,The Very Hungry Caterpillar,Eric Carle,2019,5
534,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,2015,16
444,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,2016,16
354,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,2017,16
12,The Wonderful Things You Will Be,Emily Winfield Martin,2016,10
507,The Wonderful Things You Will Be,Emily Winfield Martin,2017,10
424,The Wonderful Things You Will Be,Emily Winfield Martin,2018,10
32,The Wonderful Things You Will Be,Emily Winfield Martin,2019,10
473,The Wonky Donkey,Craig Smith,2018,4
121,The Wonky Donkey,Craig Smith,2019,4
128,The Wright Brothers,David McCullough,2015,16
234,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,2013,15
340,"Thinking, Fast and Slow",Daniel Kahneman,2011,19
191,"Thinking, Fast and Slow",Daniel Kahneman,2012,19
355,Thirteen Reasons Why,Jay Asher,2017,9
240,Thomas Jefferson: The Art of Power,Jon Meacham,2012,23
514,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,2009,11
145,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,2010,11
479,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,2014,23
427,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,2015,23
286,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,2016,23
398,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,2017,23
462,Tina Fey: Bossypants,Tina Fey,2011,12
153,To Kill a Mockingbird,Harper Lee,2013,0
335,To Kill a Mockingbird,Harper Lee,2014,0
297,To Kill a Mockingbird,Harper Lee,2015,0
332,To Kill a Mockingbird,Harper Lee,2016,0
406,To Kill a Mockingbird,Harper Lee,2019,7
108,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,2017,21
437,"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,2010,21
44,True Compass: A Memoir,Edward M. Kennedy,2009,15
161,"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,2009,9
22,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,2014,5
177,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2010,16
126,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2011,16
33,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2012,16
530,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2014,13
447,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2014,16
97,Under the Dome: A Novel,Stephen King,2009,20
431,Unfreedom of the Press,Mark R. Levin,2019,11
417,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,2019,4
359,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,2016,9
238,Watchmen,Alan Moore,2009,42
259,Water for Elephants: A Novel,Sara Gruen,2011,12
535,What Happened,Hillary Rodham Clinton,2017,18
188,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,2014,17
356,What Pet Should I Get? (Classic Seuss),Dr. Seuss,2015,14
518,What Should Danny Do? (The Power to Choose Series),Adir Levy,2019,13
467,What to Expect When You're Expecting,Heidi Murkoff,2011,9
199,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,2012,6
196,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,2013,6
369,When Breath Becomes Air,Paul Kalanithi,2016,14
38,Where the Crawdads Sing,Delia Owens,2019,15
498,Where the Wild Things Are,Maurice Sendak,2009,13
293,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,2018,12
7,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,2012,18
334,Winter of the World: Book Two of the Century Trilogy,Ken Follett,2012,15
63,Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,2010,11
310,Wonder,R. J. Palacio,2013,9
120,Wonder,R. J. Palacio,2014,9
341,Wonder,R. J. Palacio,2015,9
546,Wonder,R. J. Palacio,2016,9
362,Wonder,R. J. Palacio,2017,9
90,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,2019,8
448,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2016,8
404,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2017,8
227,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2018,8
54,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2019,8
